State,Agency Type,Agency Name,Location,Population1,"Total
Offenses","Crimes
Against
Persons","Crimes
Against
Property","Crimes
Against
Society",Latitude,Longitude
ALABAMA,Cities,Abbeville,"Abbeville, Alabama",2390,301,96,76,129,31.5664,-85.2514
ALABAMA,Cities,Adamsville,"Adamsville, Alabama",4233,528,72,332,124,33.6009,-86.9561
ALABAMA,Cities,Addison,"Addison, Alabama",672,72,20,41,11,34.2017,-87.1766
ALABAMA,Cities,Alabaster,"Alabaster, Alabama",33974,"1,524",293,979,252,33.2312,-86.8238
ALABAMA,Cities,Alexander City,"Alexander City, Alabama",14476,"1,834",696,816,322,32.9332,-85.9360
ALABAMA,Cities,Aliceville,"Aliceville, Alabama",2081,13,5,7,1,33.1263,-88.1544
ALABAMA,Cities,Andalusia,"Andalusia, Alabama",8699,859,405,404,50,31.3090,-86.4790
ALABAMA,Cities,Anniston,"Anniston, Alabama",21007,"2,825",991,"1,569",265,33.6630,-85.8267
ALABAMA,Cities,Arab,"Arab, Alabama",8550,"1,064",342,488,234,34.3279,-86.4986
ALABAMA,Cities,Ardmore,"Ardmore, Alabama",1406,59,11,36,12,34.9871,-86.8432
ALABAMA,Cities,Argo,"Argo, Alabama",4421,83,23,36,24,33.6818,-86.5305
ALABAMA,Cities,Ashford,"Ashford, Alabama",2255,30,13,14,3,31.1858,-85.2359
ALABAMA,Cities,Ashland,"Ashland, Alabama",1962,143,72,58,13,33.2722,-85.8369
ALABAMA,Cities,Ashville,"Ashville, Alabama",2376,163,33,65,65,33.8437,-86.2663
ALABAMA,Cities,Athens,"Athens, Alabama",28438,"1,601",409,"1,029",163,34.7917,-86.9667
ALABAMA,Cities,Atmore,"Atmore, Alabama",8536,"1,560",500,646,414,31.0232,-87.4921
ALABAMA,Cities,Attalla,"Attalla, Alabama",5840,623,108,400,115,34.0098,-86.0984
ALABAMA,Cities,Auburn,"Auburn, Alabama",80759,"3,365",827,"1,662",876,32.5977,-85.4808
ALABAMA,Cities,Autaugaville,"Autaugaville, Alabama",787,12,3,3,6,32.4324,-86.6534
ALABAMA,Cities,Bay Minette,"Bay Minette, Alabama",8000,851,229,226,396,30.8834,-87.7772
ALABAMA,Cities,Bayou La Batre,"Bayou La Batre, Alabama",2166,563,139,218,206,30.4033,-88.2481
ALABAMA,Cities,Bear Creek,"Bear Creek, Alabama",1047,78,6,36,36,34.2748,-87.7006
ALABAMA,Cities,Berry,"Berry, Alabama",1193,52,8,9,35,33.6578,-87.6061
ALABAMA,Cities,Bessemer,"Bessemer, Alabama",25265,"4,614","1,074","3,073",467,33.4018,-86.9544
ALABAMA,Cities,Birmingham,"Birmingham, Alabama",195050,"24,360","6,369","16,282","1,709",33.5175,-86.8094
ALABAMA,Cities,Blountsville,"Blountsville, Alabama",1825,131,51,46,34,34.0819,-86.5888
ALABAMA,Cities,Brent,"Brent, Alabama",2995,351,88,161,102,32.9402,-87.1750
ALABAMA,Cities,Brewton,"Brewton, Alabama",5251,645,202,290,153,31.1177,-87.0712
ALABAMA,Cities,Bridgeport,"Bridgeport, Alabama",2256,190,56,101,33,34.9473,-85.7190
ALABAMA,Cities,Brookside,"Brookside, Alabama",1218,48,8,24,16,33.6379,-86.9167
ALABAMA,Cities,Brundidge,"Brundidge, Alabama",2053,177,73,102,2,31.7192,-85.8181
ALABAMA,Cities,Butler,"Butler, Alabama",1846,185,46,65,74,32.0915,-88.2207
ALABAMA,Cities,Camden,"Camden, Alabama",1808,62,24,23,15,31.9989,-87.2957
ALABAMA,Cities,Camp Hill,"Camp Hill, Alabama",977,40,13,19,8,32.7993,-85.6529
ALABAMA,Cities,Carbon Hill,"Carbon Hill, Alabama",1714,165,32,60,73,33.8907,-87.5243
ALABAMA,Cities,Castleberry,"Castleberry, Alabama",469,12,6,6,0,31.2979,-87.0250
ALABAMA,Cities,Cedar Bluff,"Cedar Bluff, Alabama",1879,318,43,82,193,34.2201,-85.6077
ALABAMA,Cities,Centre,"Centre, Alabama",3546,578,91,281,206,34.1592,-85.6747
ALABAMA,Cities,Centreville,"Centreville, Alabama",2803,224,67,86,71,32.9500,-87.1347
ALABAMA,Cities,Chatom,"Chatom, Alabama",1034,28,12,14,2,31.4617,-88.2481
ALABAMA,Cities,Cherokee,"Cherokee, Alabama",958,96,23,41,32,34.7583,-87.9685
ALABAMA,Cities,Chickasaw,"Chickasaw, Alabama",6333,463,179,195,89,30.7647,-88.0836
ALABAMA,Cities,Childersburg,"Childersburg, Alabama",4631,224,57,120,47,33.2752,-86.3532
ALABAMA,Cities,Citronelle,"Citronelle, Alabama",3916,180,77,82,21,31.0925,-88.2442
ALABAMA,Cities,Clanton,"Clanton, Alabama",8799,"1,006",259,447,300,32.8398,-86.6282
ALABAMA,Cities,Clayhatchee,"Clayhatchee, Alabama",473,35,12,17,6,31.2377,-85.7127
ALABAMA,Cities,Clayton,"Clayton, Alabama",2258,53,21,28,4,31.8775,-85.4490
ALABAMA,Cities,Cleveland,"Cleveland, Alabama",1242,48,16,24,8,33.9964,-86.5670
ALABAMA,Cities,Coffeeville,"Coffeeville, Alabama",260,8,3,1,4,31.7613,-88.0892
ALABAMA,Cities,Collinsville,"Collinsville, Alabama",2029,87,25,36,26,34.2654,-85.8615
ALABAMA,Cities,Columbia,"Columbia, Alabama",691,8,2,3,3,31.2923,-85.1121
ALABAMA,Cities,Columbiana,"Columbiana, Alabama",4347,336,77,191,68,33.1835,-86.6094
ALABAMA,Cities,Coosada,"Coosada, Alabama",1276,103,20,23,60,32.4979,-86.3314
ALABAMA,Cities,Cordova,"Cordova, Alabama",1663,297,77,115,105,33.7600,-87.1869
ALABAMA,Cities,Cottonwood,"Cottonwood, Alabama",1046,63,19,30,14,31.0536,-85.3025
ALABAMA,Cities,Creola,"Creola, Alabama",1936,150,41,64,45,30.8955,-88.0148
ALABAMA,Cities,Crossville,"Crossville, Alabama",1810,32,9,4,19,34.2868,-85.9908
ALABAMA,Cities,Cullman,"Cullman, Alabama",19065,"1,439",267,976,196,34.1775,-86.8447
ALABAMA,Cities,Dadeville,"Dadeville, Alabama",2962,373,72,109,192,32.8314,-85.7636
ALABAMA,Cities,Daleville,"Daleville, Alabama",4876,342,108,188,46,31.3025,-85.7111
ALABAMA,Cities,Daphne,"Daphne, Alabama",29871,782,176,376,230,30.6311,-87.8864
ALABAMA,Cities,Dauphin Island,"Dauphin Island, Alabama",1843,125,23,38,64,30.2564,-88.1253
ALABAMA,Cities,Decatur,"Decatur, Alabama",57831,"3,949","1,457","2,262",230,34.5810,-86.9834
ALABAMA,Cities,Demopolis,"Demopolis, Alabama",6885,790,276,390,124,32.5094,-87.8372
ALABAMA,Cities,Dora,"Dora, Alabama",2281,407,37,112,258,33.7295,-87.0870
ALABAMA,Cities,Dothan,"Dothan, Alabama",71196,"9,279","2,780","3,683","2,816",31.2272,-85.4072
ALABAMA,Cities,Double Springs,"Double Springs, Alabama",1083,66,19,35,12,34.1516,-87.4044
ALABAMA,Cities,Douglas,"Douglas, Alabama",765,91,35,35,21,34.1704,-86.3224
ALABAMA,Cities,East Brewton,"East Brewton, Alabama",2261,135,51,67,17,31.0924,-87.0532
ALABAMA,Cities,Eclectic,"Eclectic, Alabama",1234,76,25,43,8,32.6413,-86.0386
ALABAMA,Cities,Elba,"Elba, Alabama",3398,560,171,221,168,31.4173,-86.0774
ALABAMA,Cities,Elberta,"Elberta, Alabama",2036,221,67,96,58,30.4144,-87.5983
ALABAMA,Cities,Enterprise,"Enterprise, Alabama",29936,"2,220",765,"1,164",291,31.3275,-85.8445
ALABAMA,Cities,Eufaula,"Eufaula, Alabama",12528,"1,092",328,586,178,31.8894,-85.1538
ALABAMA,Cities,Eutaw,"Eutaw, Alabama",2823,35,14,21,0,32.8406,-87.8892
ALABAMA,Cities,Evergreen,"Evergreen, Conecuh County, Alabama",3309,131,43,64,24,31.4350,-86.9549
ALABAMA,Cities,Excel,"Excel, Alabama",546,85,31,42,12,31.4273,-87.3406
ALABAMA,Cities,Fairhope,"Fairhope, Alabama",23747,"1,181",229,591,361,30.5264,-87.8957
ALABAMA,Cities,Fayette,"Fayette, Alabama",4132,243,79,114,50,33.6921,-87.8324
ALABAMA,Cities,Flomaton,"Flomaton, Alabama",1455,261,51,124,86,31.0089,-87.2557
ALABAMA,Cities,Florala,"Florala, Alabama",1904,233,56,82,95,31.0077,-86.3250
ALABAMA,Cities,Florence,"Florence, Alabama",40063,"4,292",975,"1,796","1,521",34.8203,-87.6628
ALABAMA,Cities,Foley,"Foley, Alabama",23629,"1,398",343,687,368,30.4056,-87.6815
ALABAMA,Cities,Fort Deposit,"Fort Deposit, Alabama",1154,107,42,62,3,31.9879,-86.5712
ALABAMA,Cities,Fort Payne,"Fort Payne, Alabama",14845,897,291,443,163,34.4538,-85.7066
ALABAMA,Cities,Frisco City,"Frisco City, Alabama",1156,43,14,27,2,31.4338,-87.4021
ALABAMA,Cities,Fultondale,"Fultondale, Alabama",9699,659,103,455,101,33.6152,-86.8013
ALABAMA,Cities,Gadsden,"Gadsden, Alabama",33521,"3,537","1,170","2,313",54,34.0101,-86.0104
ALABAMA,Cities,Gardendale,"Gardendale, Alabama",16861,"1,110",290,609,211,33.6605,-86.8116
ALABAMA,Cities,Geneva,"Geneva, Alabama",4169,381,111,156,114,31.0382,-85.8767
ALABAMA,Cities,Georgiana,"Georgiana, Alabama",1303,94,29,50,15,31.6401,-86.7394
ALABAMA,Cities,Geraldine,"Geraldine, Alabama",910,37,14,18,5,34.3537,-86.0040
ALABAMA,Cities,Gilbertown,"Gilbertown, Alabama",721,16,5,9,2,31.8767,-88.3209
ALABAMA,Cities,Glencoe,"Glencoe, Alabama",5406,118,19,49,50,33.9531,-85.9359
ALABAMA,Cities,Gordo,"Gordo, Alabama",1590,24,4,14,6,33.3215,-87.9037
ALABAMA,Cities,Gordon,"Gordon, Alabama",293,17,3,9,5,31.1432,-85.0961
ALABAMA,Cities,Grant,"Grant, Alabama",1042,63,15,35,13,34.5025,-86.2603
ALABAMA,Cities,Greensboro,"Greensboro, Alabama",2179,0,0,0,0,32.7023,-87.5962
ALABAMA,Cities,Guin,"Guin, Alabama",2158,74,21,30,23,33.9731,-87.9167
ALABAMA,Cities,Gulf Shores,"Gulf Shores, Alabama",16274,"1,375",332,696,347,30.2678,-87.7015
ALABAMA,Cities,Guntersville,"Guntersville, Alabama",8858,"1,013",263,468,282,34.3482,-86.2945
ALABAMA,Cities,Gurley,"Gurley, Alabama",826,66,16,42,8,34.7002,-86.3765
ALABAMA,Cities,Hackleburg,"Hackleburg, Alabama",1430,41,17,17,7,34.2715,-87.8308
ALABAMA,Cities,Haleyville,"Haleyville, Alabama",4366,694,153,292,249,34.2301,-87.6190
ALABAMA,Cities,Hanceville,"Hanceville, Alabama",3261,293,90,117,86,34.0635,-86.7609
ALABAMA,Cities,Harpersville,"Harpersville, Alabama",1752,111,33,41,37,33.3258,-86.4261
ALABAMA,Cities,Hartford,"Hartford, Alabama",2666,100,28,27,45,31.1037,-85.6945
ALABAMA,Cities,Hartselle,"Hartselle, Alabama",15626,524,174,247,103,34.4403,-86.9403
ALABAMA,Cities,Hayden,"Hayden, Alabama",1328,78,22,45,11,33.8934,-86.7570
ALABAMA,Cities,Hayneville,"Hayneville, Alabama",751,14,5,5,4,32.1824,-86.5805
ALABAMA,Cities,Headland,"Headland, Alabama",5320,320,66,129,125,31.3534,-85.3398
ALABAMA,Cities,Heflin,"Heflin, Alabama",3402,156,43,71,42,33.6438,-85.5827
ALABAMA,Cities,Helena,"Helena, Alabama",22035,581,134,281,166,33.2797,-86.8561
ALABAMA,Cities,Henagar,"Henagar, Alabama",2293,77,25,38,14,34.6337,-85.7429
ALABAMA,Cities,Hillsboro,"Hillsboro, Alabama",408,1,1,0,0,34.6380,-87.1883
ALABAMA,Cities,Hokes Bluff,Hokes Bluff,4451,78,22,42,14,33.9934,-85.8651
ALABAMA,Cities,Hollywood,"Hollywood, Alabama",921,137,21,47,69,34.7170,-85.9657
ALABAMA,Cities,Homewood,"Homewood, Alabama",25788,810,162,552,96,33.4683,-86.8081
ALABAMA,Cities,Hoover,"Hoover, Alabama",92491,"3,621",768,"2,269",584,33.3861,-86.8056
ALABAMA,Cities,Hueytown,"Hueytown, Alabama",16313,"1,161",314,712,135,33.4377,-86.9976
ALABAMA,Cities,Huntsville,"Huntsville, Alabama",218897,"9,169","2,957","5,358",854,34.7136,-86.5861
ALABAMA,Cities,Ider,"Ider, Alabama",743,86,19,45,22,34.7039,-85.6740
ALABAMA,Cities,Irondale,"Irondale, Alabama",13528,778,139,403,236,33.5319,-86.6868
ALABAMA,Cities,Jackson,"Jackson, Alabama",4576,434,119,205,110,31.5217,-87.8911
ALABAMA,Cities,Jacksons Gap,"Jackson's Gap, Alabama",757,64,23,38,3,32.8817,-85.8186
ALABAMA,Cities,Jacksonville,"Jacksonville, Alabama",13025,"1,154",438,407,309,33.8158,-85.7605
ALABAMA,Cities,Jasper,"Jasper, Alabama",14312,"1,565",386,857,322,33.8423,-87.2772
ALABAMA,Cities,Jemison,"Jemison, Alabama",2662,321,86,128,107,32.9588,-86.7436
ALABAMA,Cities,Killen,"Killen, Alabama",1043,53,15,28,10,34.8616,-87.5294
ALABAMA,Cities,Kimberly,"Kimberly, Alabama",4036,115,21,53,41,33.7712,-86.7953
ALABAMA,Cities,Kinsey,"Kinsey, Alabama",2290,20,1,6,13,31.2917,-85.3456
ALABAMA,Cities,Kinston,"Kinston, Alabama",589,122,57,61,4,31.2205,-86.1708
ALABAMA,Cities,LaFayette,"LaFayette, Alabama",2579,96,28,56,12,32.8986,-85.4008
ALABAMA,Cities,Lake View,"Lake View, Alabama",3709,112,41,48,23,33.2800,-87.1386
ALABAMA,Cities,Lanett,"Lanett, Alabama",6716,507,140,309,58,32.8634,-85.1997
ALABAMA,Cities,Leeds,"Leeds, Alabama",12206,985,169,416,400,33.5456,-86.5574
ALABAMA,Cities,Leesburg,"Leesburg, Alabama",914,139,8,13,118,34.1826,-85.7690
ALABAMA,Cities,Leighton,"Leighton, Alabama",662,41,7,19,15,34.6996,-87.5307
ALABAMA,Cities,Level Plains,"Level Plains, Alabama",1823,107,30,63,14,31.3137,-85.7673
ALABAMA,Cities,Lincoln,"Lincoln, Alabama",7256,659,242,273,144,33.5932,-86.1389
ALABAMA,Cities,Linden,"Linden, Alabama",1856,125,48,50,27,32.3011,-87.7928
ALABAMA,Cities,Lineville,"Lineville, Alabama",2469,167,24,18,125,33.3106,-85.7544
ALABAMA,Cities,Lipscomb,"Lipscomb, Alabama",2018,10,5,4,1,33.4273,-86.9225
ALABAMA,Cities,Littleville,"Littleville, Alabama",1041,33,11,16,6,34.5909,-87.6756
ALABAMA,Cities,Livingston,"Livingston, Alabama",3112,123,57,61,5,32.5873,-88.1882
ALABAMA,Cities,Lockhart,"Lockhart, Alabama",445,0,0,0,0,31.0114,-86.3507
ALABAMA,Cities,Luverne,"Luverne, Alabama",2658,142,49,82,11,31.7144,-86.2633
ALABAMA,Cities,Maplesville,"Maplesville, Alabama",643,63,10,25,28,32.7819,-86.8755
ALABAMA,Cities,Margaret,"Margaret, Alabama",5685,132,40,60,32,33.6760,-86.4676
ALABAMA,Cities,McIntosh,"McIntosh, Alabama",198,79,29,36,14,31.2660,-88.0315
ALABAMA,Cities,Mentone,"Mentone, Alabama",322,15,3,11,1,34.5724,-85.5803
ALABAMA,Cities,Midfield,"Midfield, Alabama",5036,173,61,109,3,33.4559,-86.9270
ALABAMA,Cities,Midland City,"Midland City, Alabama",2285,236,64,125,47,31.3079,-85.4906
ALABAMA,Cities,Millbrook,"Millbrook, Alabama",17567,"1,237",367,626,244,32.4975,-86.3686
ALABAMA,Cities,Millport,"Millport, Alabama",960,26,2,9,15,33.5603,-88.0803
ALABAMA,Cities,Millry,"Millry, Alabama",439,14,3,11,0,31.6313,-88.3190
ALABAMA,Cities,Mobile,"Mobile, Alabama",239323,"21,614","8,076","11,082","2,456",30.7277,-88.0527
ALABAMA,Cities,Monroeville,"Monroeville, Alabama",5797,450,201,216,33,31.5181,-87.3275
ALABAMA,Cities,Montevallo,"Montevallo, Alabama",7517,305,74,152,79,33.1049,-86.8628
ALABAMA,Cities,Moody,"Moody, Alabama",13862,556,119,243,194,33.5925,-86.4964
ALABAMA,Cities,Morris,"Morris, Alabama",2246,71,14,19,38,33.7474,-86.8070
ALABAMA,Cities,Moulton,"Moulton, Alabama",3353,470,81,249,140,34.4823,-87.2856
ALABAMA,Cities,Mountain Brook,"Mountain Brook, Alabama",21910,682,38,476,168,33.4870,-86.7405
ALABAMA,Cities,Mount Vernon,"Mount Vernon, Alabama",1371,96,31,47,18,31.0932,-88.0112
ALABAMA,Cities,Muscle Shoals,"Muscle Shoals, Alabama",16917,"1,281",343,665,273,34.7508,-87.6503
ALABAMA,Cities,Napier Field,"Napier Field, Alabama",410,23,7,8,8,31.3153,-85.4543
ALABAMA,Cities,New Brockton,"New Brockton, Alabama",1453,65,31,31,3,31.3811,-85.9243
ALABAMA,Cities,New Hope,"New Hope, Alabama",2884,102,26,65,11,34.5382,-86.4121
ALABAMA,Cities,Newton,"Newton, Alabama",1615,118,35,80,3,31.3500,-85.6000
ALABAMA,Cities,North Courtland,"North Courtland, Alabama",486,8,3,2,3,34.6764,-87.3078
ALABAMA,Cities,Northport,"Northport, Alabama",30901,"1,896",576,917,403,33.2539,-87.5922
ALABAMA,Cities,Notasulga,"Notasulga, Alabama",894,16,4,11,1,32.5608,-85.6676
ALABAMA,Cities,Odenville,"Odenville, Alabama",5026,278,81,116,81,33.6818,-86.3993
ALABAMA,Cities,Ohatchee,"Ohatchee, Alabama",1203,152,59,43,50,33.8030,-86.0366
ALABAMA,Cities,Oneonta,"Oneonta, Alabama",6798,622,118,378,126,33.9422,-86.4789
ALABAMA,Cities,Opelika,"Opelika, Alabama",32010,"3,370","1,152","1,434",784,32.6472,-85.3894
ALABAMA,Cities,Opp,"Opp, Alabama",6641,572,170,238,164,31.2831,-86.2547
ALABAMA,Cities,Orange Beach,"Orange Beach, Alabama",8530,754,144,400,210,30.2915,-87.5620
ALABAMA,Cities,Owens Cross Roads,"Owens Cross Roads, Alabama",2648,107,19,59,29,34.5861,-86.4586
ALABAMA,Cities,Oxford,"Oxford, Alabama",22318,"1,380",298,790,292,33.5969,-85.8386
ALABAMA,Cities,Ozark,"Ozark, Alabama",14299,"1,953",447,856,650,31.4482,-85.6420
ALABAMA,Cities,Parrish,"Parrish, Alabama",977,87,23,47,17,33.7325,-87.2793
ALABAMA,Cities,Pelham,"Pelham, Alabama",24920,"1,050",251,597,202,33.3046,-86.7846
ALABAMA,Cities,Pell City,"Pell City, Alabama",13607,949,231,469,249,33.5709,-86.2738
ALABAMA,Cities,Pennington,"Pennington, Alabama",329,0,0,0,0,32.2037,-88.0525
ALABAMA,Cities,Phenix City,"Phenix City, Alabama",38076,"3,926","1,500","2,265",161,32.4728,-85.0200
ALABAMA,Cities,Phil Campbell,"Phil Campbell, Alabama",988,41,9,24,8,34.3514,-87.7075
ALABAMA,Cities,Pickensville,"Pickensville, Alabama",545,3,1,2,0,33.2336,-88.2745
ALABAMA,Cities,Piedmont,"Piedmont, Alabama",4779,58,17,21,20,33.9258,-85.6131
ALABAMA,Cities,Pine Hill,"Pine Hill, Alabama",751,55,21,22,12,31.9863,-87.5921
ALABAMA,Cities,Pleasant Grove,"Pleasant Grove, Alabama",9454,404,121,192,91,33.4925,-86.9731
ALABAMA,Cities,Prattville,"Prattville, Alabama",38679,"2,630",683,"1,546",401,32.4591,-86.4513
ALABAMA,Cities,Priceville,"Priceville, Alabama",3822,174,41,42,91,34.5251,-86.8947
ALABAMA,Cities,Prichard,"Prichard, Alabama",18936,"1,289",599,644,46,30.7480,-88.1004
ALABAMA,Cities,Ragland,"Ragland, Alabama",1715,82,35,27,20,33.7445,-86.1558
ALABAMA,Cities,Rainbow City,"Rainbow City, Alabama",10150,377,82,205,90,33.9548,-86.0419
ALABAMA,Cities,Rainsville,"Rainsville, Alabama",5685,64,14,26,24,34.4923,-85.8453
ALABAMA,Cities,Ranburne,"Ranburne, Alabama",420,33,4,9,20,33.5253,-85.3433
ALABAMA,Cities,Red Bay,"Red Bay, Alabama",3177,166,44,77,45,34.4399,-88.1382
ALABAMA,Cities,Red Level,"Red Level, Alabama",431,1,0,1,0,31.4078,-86.6103
ALABAMA,Cities,Repton,"Repton, Alabama",230,5,1,4,0,31.4090,-87.2393
ALABAMA,Cities,Riverside,"Riverside, Alabama",2265,97,39,53,5,33.6145,-86.2007
ALABAMA,Cities,Robertsdale,"Robertsdale, Alabama",7116,603,184,357,62,30.5545,-87.7056
ALABAMA,Cities,Rogersville,"Rogersville, Alabama",1370,181,11,40,130,34.8234,-87.2857
ALABAMA,Cities,Russellville,"Russellville, Alabama",10768,821,183,356,282,34.5103,-87.7282
ALABAMA,Cities,Samson,"Samson, Alabama",1856,72,16,21,35,31.1126,-86.0479
ALABAMA,Cities,Saraland,"Saraland, Alabama",16459,"1,054",300,445,309,30.8207,-88.0706
ALABAMA,Cities,Sardis City,"Sardis City, Alabama",1787,85,19,40,26,34.1740,-86.1213
ALABAMA,Cities,Satsuma,"Satsuma, Alabama",6811,119,49,50,20,30.8545,-88.0544
ALABAMA,Cities,Selma,"Selma, Alabama",17296,955,434,496,25,32.4100,-87.0200
ALABAMA,Cities,Shorter,"Shorter, Alabama",366,1,0,1,0,32.4014,-85.9433
ALABAMA,Cities,Silverhill,"Silverhill, Alabama",1341,75,31,27,17,30.5453,-87.7505
ALABAMA,Cities,Skyline,"Skyline, Alabama",843,16,7,1,8,34.8029,-86.1235
ALABAMA,Cities,Slocomb,"Slocomb, Alabama",2099,26,5,18,3,31.1085,-85.5943
ALABAMA,Cities,Snead,"Snead, Alabama",1023,111,33,38,40,34.1160,-86.3915
ALABAMA,Cities,Somerville,"Somerville, Alabama",802,45,8,16,21,34.4700,-86.7988
ALABAMA,Cities,Southside,"Southside, Alabama",9524,72,19,43,10,33.9036,-86.0261
ALABAMA,Cities,Spanish Fort,"Spanish Fort, Alabama",10689,404,85,245,74,30.6687,-87.9222
ALABAMA,Cities,Springville,"Springville, Alabama",5048,190,56,82,52,33.7690,-86.4710
ALABAMA,Cities,Stevenson,"Stevenson, Alabama",1963,168,71,54,43,34.8694,-85.8318
ALABAMA,Cities,St. Florian,"St. Florian, Alabama",704,84,22,43,19,34.8728,-87.6251
ALABAMA,Cities,Sulligent,"Sulligent, Alabama",1806,90,33,41,16,33.8948,-88.1319
ALABAMA,Cities,Sumiton,"Sumiton, Alabama",2405,140,23,84,33,33.7472,-87.0467
ALABAMA,Cities,Summerdale,"Summerdale, Alabama",1587,213,57,88,68,30.4878,-87.6997
ALABAMA,Cities,Sweet Water,"Sweet Water, Alabama",221,0,0,0,0,32.0978,-87.8654
ALABAMA,Cities,Sylacauga,"Sylacauga, Alabama",12205,"1,113",435,478,200,33.1784,-86.2511
ALABAMA,Cities,Sylvania,"Sylvania, Alabama",1805,65,21,34,10,34.5583,-85.7962
ALABAMA,Cities,Talladega,"Talladega, Alabama",15448,"1,607",577,578,452,33.4347,-86.1013
ALABAMA,Cities,Tallassee,"Tallassee, Alabama",4816,846,271,459,116,32.5394,-85.8931
ALABAMA,Cities,Tarrant,"Tarrant, Alabama",5913,942,343,491,108,33.5875,-86.7662
ALABAMA,Cities,Thomasville,"Thomasville, Alabama",3518,301,88,129,84,31.9208,-87.7401
ALABAMA,Cities,Thorsby,"Thorsby, Alabama",2117,106,40,23,43,32.9170,-86.7160
ALABAMA,Cities,Trafford,"Trafford, Alabama",598,8,1,4,3,33.8190,-86.7466
ALABAMA,Cities,Triana,"Triana, Alabama",3829,57,24,29,4,34.5875,-86.7363
ALABAMA,Cities,Trinity,"Trinity, Alabama",2553,251,88,98,65,34.6038,-87.0861
ALABAMA,Cities,Troy,"Troy, Alabama",17639,"1,823",747,773,303,31.8020,-85.9673
ALABAMA,Cities,Trussville,"Trussville, Alabama",26561,"1,921",252,"1,022",647,33.6216,-86.5964
ALABAMA,Cities,Tuscaloosa,"Tuscaloosa, Alabama",101280,"9,362","2,740","4,639","1,983",33.2067,-87.5347
ALABAMA,Cities,Tuscumbia,"Tuscumbia, Alabama",9081,114,26,54,34,34.7308,-87.7029
ALABAMA,Cities,Tuskegee,"Tuskegee, Alabama",8600,483,191,275,17,32.4315,-85.7068
ALABAMA,Cities,Union Springs,"Union Springs, Alabama",3301,297,137,145,15,32.1400,-85.7128
ALABAMA,Cities,Valley,"Valley, Alabama",10475,"1,239",297,658,284,32.8114,-85.1779
ALABAMA,Cities,Vernon,"Vernon, Alabama",1833,194,49,91,54,33.7564,-88.1114
ALABAMA,Cities,Vestavia Hills,"Vestavia Hills, Alabama",38515,"1,502",122,569,811,33.4331,-86.7789
ALABAMA,Cities,Walnut Grove,"Walnut Grove, Alabama",773,0,0,0,0,34.0639,-86.2792
ALABAMA,Cities,Warrior,"Warrior, Alabama",3189,43,18,19,6,33.8136,-86.8115
ALABAMA,Cities,Weaver,"Weaver, Alabama",3394,604,108,148,348,33.7557,-85.8085
ALABAMA,Cities,Wedowee,"Wedowee, Alabama",719,108,33,60,15,33.3086,-85.4854
ALABAMA,Cities,Wetumpka,"Wetumpka, Alabama",7317,813,124,341,348,32.5410,-86.2077
ALABAMA,Cities,Winfield,"Winfield, Alabama",4805,409,93,232,84,33.9283,-87.8080
ALABAMA,Cities,Woodstock,"Woodstock, Alabama",1691,211,72,80,59,33.2011,-87.1503
ALABAMA,Cities,York,"York, Alabama",2387,2,2,0,0,32.4933,-88.2978
ALASKA,Cities,Bethel,"Bethel, Alaska",6267,266,223,43,0,60.7922,-161.7558
ALASKA,Cities,Bristol Bay Borough,"Bristol Bay Borough, Alaska",846,38,20,16,2,#FIELD!,#FIELD!
ALASKA,Cities,Cordova,"Cordova, Alaska",2160,41,25,12,4,60.5439,-145.7589
ALASKA,Cities,Craig,"Craig, Alaska",1028,22,15,4,3,55.4764,-133.1483
ALASKA,Cities,Fairbanks,"Fairbanks, Alaska",32785,"2,964",774,"2,064",126,64.8436,-147.7231
ALASKA,Cities,Haines,"Haines, Alaska",2058,31,10,20,1,59.2339,-135.4469
ALASKA,Cities,Homer,"Homer, Alaska",5894,222,66,124,32,59.6431,-151.5260
ALASKA,Cities,Kenai,"Kenai, Alaska",7713,380,98,218,64,60.5544,-151.2583
ALASKA,Cities,Ketchikan,"Ketchikan, Alaska",7953,187,74,98,15,55.3431,-131.6467
ALASKA,Cities,Kodiak,"Kodiak, Alaska",5357,255,99,97,59,57.7931,-152.3942
ALASKA,Cities,Kotzebue,"Kotzebue, Alaska",3041,267,206,60,1,66.8972,-162.5833
ALASKA,Cities,Nome,"Nome, Alaska",3546,298,251,45,2,64.5000,-165.4000
ALASKA,Cities,North Pole,"North Pole, Alaska",2335,110,20,80,10,64.7511,-147.3519
ALASKA,Cities,North Slope Borough,"North Slope Borough, Alaska",10959,530,282,199,49,#FIELD!,#FIELD!
ALASKA,Cities,Palmer,"Palmer, Alaska",6305,234,77,123,34,61.6019,-149.1172
ALASKA,Cities,Petersburg,"Petersburg, Alaska",3314,94,25,65,4,56.8044,-132.9419
ALASKA,Cities,Seward,"Seward, Alaska",2667,117,35,72,10,60.1244,-149.4333
ALASKA,Cities,Sitka,"Sitka, Alaska",8392,134,71,63,0,#FIELD!,#FIELD!
ALASKA,Cities,Skagway,"Skagway, Alaska",1035,5,0,5,0,#FIELD!,#FIELD!
ALASKA,Cities,Soldotna,"Soldotna, Alaska",4527,233,73,141,19,60.4867,-151.0753
ALASKA,Cities,Unalaska,"Unalaska, Alaska",3908,54,24,28,2,53.8736,-166.5367
